Source,Target,Type,Label,Weight
Paper:2312.05873,Method:l4casadi,Directed,paper_proposes_method,1.0
Paper:2312.06642,Method:corresnerf,Directed,paper_proposes_method,1.0
Paper:2312.04784,Method:recalab,Directed,paper_proposes_method,1.0
Paper:2411.05557,Method:nerf,Directed,paper_proposes_method,1.0
Paper:2510.00592,Method:mds-nerf,Directed,paper_proposes_method,1.0
Paper:2606.03120,Method:kc-3dgs,Directed,paper_proposes_method,1.0
Paper:2605.20872,Method:cadam,Directed,paper_proposes_method,1.0
Paper:1811.09790,Method:mrf,Directed,paper_proposes_method,1.0
Paper:1811.07791,Method:deepsft,Directed,paper_proposes_method,1.0
Paper:2010.13662,Method:scfusion,Directed,paper_proposes_method,0.99
Paper:2007.06620,Method:auto3d,Directed,paper_proposes_method,0.99
Paper:1905.07442,Method:tnst,Directed,paper_proposes_method,1.0
Paper:2111.13112,Method:vaxnerf,Directed,paper_proposes_method,1.0
Paper:2209.15383,Method:ssp3d,Directed,paper_proposes_method,1.0
Method:ssp3d,Dataset:shapenet,Directed,method_uses_dataset,1.0
Method:ssp3d,Dataset:pix3d,Directed,method_uses_dataset,1.0
Paper:2210.01721,Method:mbw,Directed,paper_proposes_method,1.0
Paper:2412.09621,Method:stereo4d,Directed,paper_proposes_method,1.0
Paper:2311.18729,Method:portrait4d,Directed,paper_proposes_method,0.95
Paper:2412.03571,Method:style3d,Directed,paper_proposes_method,1.0
Paper:2412.17769,Method:activegs,Directed,paper_proposes_method,1.0
Paper:2604.10994,Method:lumimotion,Directed,paper_proposes_method,1.0
Method:mr.scalemaster,Dataset:kitti,Directed,method_uses_dataset,1.0
Paper:2512.18640,Method:gpert,Directed,paper_proposes_method,1.0
Paper:2602.06044,Method:cosmos,Directed,paper_proposes_method,1.0
Method:cosmos,Dataset:dtu,Directed,method_uses_dataset,0.95
Paper:2512.17773,Method:pix2nphm,Directed,paper_proposes_method,1.0
Paper:2412.09723,Method:mac-ego3d,Directed,paper_proposes_method,1.0
Paper:2604.19747,Method:anyrecon,Directed,paper_proposes_method,1.0
Paper:1809.00096,Method:quest,Directed,paper_proposes_method,1.0
Method:gpp,Dataset:kitti,Directed,method_uses_dataset,1.0
Paper:2111.12580,Method:uda-cope,Directed,paper_proposes_method,1.0
Paper:2110.05092,Method:mtf-transformer,Directed,paper_proposes_method,1.0
Paper:2111.14411,Method:pgganet,Directed,paper_proposes_method,1.0
Paper:2311.15707,Method:sam-6d,Directed,paper_proposes_method,1.0
Paper:2312.02613,Method:unicrowd,Directed,paper_proposes_method,1.0
Paper:2412.10431,Method:cups,Directed,paper_proposes_method,1.0
Paper:2512.06147,Method:guidenav,Directed,paper_proposes_method,1.0
Paper:2512.21054,Method:dexavatar,Directed,paper_proposes_method,1.0
Paper:2511.19971,Method:vggt4d,Directed,paper_proposes_method,0.98
Paper:2603.17571,Method:panovggt,Directed,paper_proposes_method,1.0
Paper:2603.27915,Method:t-sta,Directed,paper_proposes_method,1.0
Paper:1812.03595,Method:posefix,Directed,paper_proposes_method,1.0
Paper:1807.11147,Method:edm,Directed,paper_proposes_method,0.9
Paper:1811.11209,Method:it-net,Directed,paper_proposes_method,0.95
Paper:2603.14397,Method:enavi,Directed,paper_proposes_method,1.0
Paper:1911.07938,Method:mspn,Directed,paper_proposes_method,0.9
Method:mspn,Dataset:coco,Directed,method_uses_dataset,0.98
Paper:1909.05730,Method:verefine,Directed,paper_proposes_method,1.0
Paper:1910.13675,Method:form2fit,Directed,paper_proposes_method,1.0
Paper:2210.12035,Method:blanketgen,Directed,paper_proposes_method,1.0
Paper:2412.09868,Method:rp-slam,Directed,paper_proposes_method,1.0
Method:diskchungs,Dataset:replica,Directed,method_uses_dataset,0.9
Method:diskchungs,Dataset:kitti,Directed,method_uses_dataset,0.9
Paper:2511.13216,Method:garlileo,Directed,paper_proposes_method,0.98
Method:rspose,Dataset:coco,Directed,method_uses_dataset,0.99
Paper:2511.17306,Method:bifingerpose,Directed,paper_proposes_method,1.0
Paper:2603.09320,Method:spacesense-bench,Directed,paper_proposes_method,1.0
Paper:2603.25175,Method:ag-egopose,Directed,paper_proposes_method,1.0
Paper:1810.01849,Method:superdepth,Directed,paper_proposes_method,0.99
Method:superdepth,Dataset:kitti,Directed,method_uses_dataset,0.97
Paper:1911.10346,Method:lpn-50,Directed,paper_proposes_method,1.0
Method:lpn-50,Dataset:coco,Directed,method_uses_dataset,1.0
Paper:2009.07462,Method:pl-vins,Directed,paper_proposes_method,1.0
Paper:2311.17105,Method:ccnet,Directed,paper_proposes_method,0.98
Paper:2401.00029,Method:6d-diff,Directed,paper_proposes_method,1.0
Paper:2410.23643,Method:scenecomplete,Directed,paper_proposes_method,1.0
Paper:2411.12286,Method:age,Directed,paper_proposes_method,1.0
Paper:2410.18962,Method:gst,Directed,paper_proposes_method,1.0
Paper:2511.09072,Method:smf-vo,Directed,paper_proposes_method,1.0
Paper:2511.12030,Method:vpho,Directed,paper_proposes_method,0.99
Paper:2603.00990,Method:mlrecon,Directed,paper_proposes_method,1.0
Paper:2606.03877,Paper:2510.08491,Directed,paper_cites_paper,1.0
Paper:2606.03877,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2606.03877,Paper:2109.01847,Directed,paper_cites_paper,1.0
Paper:2606.02346,Paper:2312.04564,Directed,paper_cites_paper,1.0
Paper:2606.00452,Paper:2312.03431,Directed,paper_cites_paper,1.0
Paper:2606.00452,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2606.00137,Paper:2211.07600,Directed,paper_cites_paper,1.0
Paper:2606.00137,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2606.00137,Paper:1809.01995,Directed,paper_cites_paper,1.0
Paper:2605.24304,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.24304,Paper:2312.12337,Directed,paper_cites_paper,1.0
Paper:2605.19649,Paper:2212.13415,Directed,paper_cites_paper,1.0
Paper:2605.19649,Paper:2011.04307,Directed,paper_cites_paper,1.0
Paper:2605.14629,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2605.10360,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2605.10360,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2605.02086,Paper:2312.04564,Directed,paper_cites_paper,1.0
Paper:2605.00498,Paper:2212.11966,Directed,paper_cites_paper,1.0
Paper:2605.00408,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2604.17965,Paper:2111.15246,Directed,paper_cites_paper,1.0
Paper:2604.17965,Paper:2012.02190,Directed,paper_cites_paper,1.0
Paper:2604.17831,Paper:2109.02123,Directed,paper_cites_paper,1.0
Paper:2604.17831,Paper:1912.07372,Directed,paper_cites_paper,1.0
Paper:2604.16747,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2604.16540,Paper:1812.01024,Directed,paper_cites_paper,1.0
Paper:2604.14706,Paper:2312.09228,Directed,paper_cites_paper,1.0
Paper:2604.13918,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2604.06358,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2604.05366,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2604.05366,Paper:2312.04564,Directed,paper_cites_paper,1.0
Paper:2604.02836,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2604.02120,Paper:2312.04564,Directed,paper_cites_paper,1.0
Paper:2603.28126,Paper:2109.01847,Directed,paper_cites_paper,1.0
Paper:2603.28126,Paper:2109.01750,Directed,paper_cites_paper,1.0
Paper:2603.25008,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2603.22851,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2603.22851,Paper:2312.12337,Directed,paper_cites_paper,1.0
Paper:2603.22851,Paper:2109.01750,Directed,paper_cites_paper,1.0
Paper:2603.22851,Paper:2109.00512,Directed,paper_cites_paper,1.0
Paper:2603.19682,Paper:2112.09648,Directed,paper_cites_paper,1.0
Paper:2603.19682,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2603.19682,Paper:2111.11215,Directed,paper_cites_paper,1.0
Paper:2603.18306,Paper:2012.02190,Directed,paper_cites_paper,1.0
Paper:2603.12903,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2603.05932,Paper:2312.12337,Directed,paper_cites_paper,1.0
Paper:2603.05932,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2603.05473,Paper:2012.02190,Directed,paper_cites_paper,1.0
Paper:2603.04847,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2603.04847,Paper:2109.00512,Directed,paper_cites_paper,1.0
Paper:2603.04847,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2603.02986,Paper:2312.09228,Directed,paper_cites_paper,1.0
Paper:2603.02986,Paper:2312.03431,Directed,paper_cites_paper,1.0
Paper:2603.02801,Paper:2112.05140,Directed,paper_cites_paper,1.0
Paper:2603.02582,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2603.02582,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2603.01850,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2602.23574,Paper:2111.11215,Directed,paper_cites_paper,1.0
Paper:2602.23574,Paper:2109.02123,Directed,paper_cites_paper,1.0
Paper:2602.22731,Paper:2312.03372,Directed,paper_cites_paper,1.0
Paper:2602.21645,Paper:2111.07383,Directed,paper_cites_paper,1.0
Paper:2602.21645,Paper:2109.15271,Directed,paper_cites_paper,1.0
Paper:2602.21645,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2602.21645,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2602.21645,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2602.19916,Paper:2312.13102,Directed,paper_cites_paper,1.0
Paper:2602.18322,Paper:2312.12337,Directed,paper_cites_paper,1.0
Paper:2602.18322,Paper:2111.15246,Directed,paper_cites_paper,1.0
Paper:2602.18322,Paper:2111.13679,Directed,paper_cites_paper,1.0
Paper:2602.08029,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2602.06488,Paper:2212.02501,Directed,paper_cites_paper,1.0
Paper:2601.19753,Paper:2312.03431,Directed,paper_cites_paper,1.0
Paper:2601.19753,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2601.19753,Paper:2111.13679,Directed,paper_cites_paper,1.0
Paper:2601.19753,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2601.17866,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2601.15951,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2601.15951,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2601.15951,Paper:2012.02190,Directed,paper_cites_paper,1.0
Paper:2601.14875,Paper:2112.08867,Directed,paper_cites_paper,1.0
Paper:2601.14875,Paper:2010.10505,Directed,paper_cites_paper,1.0
Paper:2601.14875,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:1906.03650,Paper:1803.03352,Directed,paper_cites_paper,1.0
Paper:1912.07109,Paper:1912.07372,Directed,paper_cites_paper,1.0
Paper:1912.07109,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:1912.07372,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:1912.07372,Paper:1812.01024,Directed,paper_cites_paper,1.0
Paper:1911.10414,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2011.12948,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2011.12948,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2011.12948,Paper:1812.01024,Directed,paper_cites_paper,1.0
Paper:2101.01602,Paper:1912.07372,Directed,paper_cites_paper,1.0
Paper:2101.01602,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2012.13522,Paper:1906.03650,Directed,paper_cites_paper,1.0
Paper:2011.14791,Paper:1912.07372,Directed,paper_cites_paper,1.0
Paper:2011.14791,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2011.14791,Paper:1812.01024,Directed,paper_cites_paper,1.0
Paper:2109.01129,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2109.01129,Paper:1912.07372,Directed,paper_cites_paper,1.0
Paper:2109.01129,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2109.02123,Paper:2012.02190,Directed,paper_cites_paper,1.0
Paper:2109.02123,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2111.09996,Paper:2109.01750,Directed,paper_cites_paper,1.0
Paper:2111.09996,Paper:2101.05204,Directed,paper_cites_paper,1.0
Paper:2111.09996,Paper:2012.02190,Directed,paper_cites_paper,1.0
Paper:2111.09996,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2111.09996,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2109.15271,Paper:2012.05901,Directed,paper_cites_paper,1.0
Paper:2109.15271,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2109.15271,Paper:1812.01024,Directed,paper_cites_paper,1.0
Paper:2109.01847,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2109.01847,Paper:1912.07372,Directed,paper_cites_paper,1.0
Paper:2109.01847,Paper:1812.01024,Directed,paper_cites_paper,1.0
Paper:2111.11215,Paper:2012.02190,Directed,paper_cites_paper,1.0
Paper:2111.11215,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2111.11215,Paper:1812.01024,Directed,paper_cites_paper,1.0
Paper:2112.05131,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2112.05131,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2112.05131,Paper:1812.01024,Directed,paper_cites_paper,1.0
Paper:2112.05504,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2112.05504,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2112.05140,Paper:2111.15246,Directed,paper_cites_paper,1.0
Paper:2112.05140,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2112.05140,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2111.13679,Paper:2109.15271,Directed,paper_cites_paper,1.0
Paper:2211.13251,Paper:2112.08867,Directed,paper_cites_paper,1.0
Paper:2211.13251,Paper:2112.05637,Directed,paper_cites_paper,1.0
Paper:2211.13251,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2212.04823,Paper:2109.01750,Directed,paper_cites_paper,1.0
Paper:2212.04823,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2606.03909,Paper:2412.04955,Directed,paper_cites_paper,1.0
Paper:2606.03909,Paper:2312.04564,Directed,paper_cites_paper,1.0
Paper:2606.03909,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2606.02937,Paper:2512.10950,Directed,paper_cites_paper,1.0
Paper:2606.02937,Paper:2312.12337,Directed,paper_cites_paper,1.0
Paper:2605.26616,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2605.26616,Paper:2110.00511,Directed,paper_cites_paper,1.0
Paper:2605.26616,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2606.08205,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2606.08205,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2606.07891,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2606.04226,Paper:1910.02527,Directed,paper_cites_paper,1.0
Paper:2606.03287,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2606.03287,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2606.03287,Paper:2109.00512,Directed,paper_cites_paper,1.0
Paper:2606.02096,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2606.02096,Paper:2312.03431,Directed,paper_cites_paper,1.0
Paper:2606.02096,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2606.02096,Paper:2111.11215,Directed,paper_cites_paper,1.0
Paper:2606.01573,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2606.01573,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2606.01573,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2606.01367,Paper:2412.17769,Directed,paper_cites_paper,1.0
Paper:2606.01367,Paper:2412.12091,Directed,paper_cites_paper,1.0
Paper:2606.01367,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2606.00444,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2605.30863,Paper:2312.03431,Directed,paper_cites_paper,1.0
Paper:2605.30863,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2605.30215,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2605.30215,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.30215,Paper:2109.00512,Directed,paper_cites_paper,1.0
Paper:2605.29098,Paper:1912.07372,Directed,paper_cites_paper,1.0
Paper:2605.26629,Paper:2312.12337,Directed,paper_cites_paper,1.0
Paper:2605.26629,Paper:2111.13679,Directed,paper_cites_paper,1.0
Paper:2605.26368,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2605.26368,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.26103,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.26103,Paper:2109.00512,Directed,paper_cites_paper,1.0
Paper:2605.26103,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2605.23892,Paper:2603.08055,Directed,paper_cites_paper,1.0
Paper:2605.23892,Paper:2512.13122,Directed,paper_cites_paper,1.0
Paper:2605.23892,Paper:2511.19971,Directed,paper_cites_paper,1.0
Paper:2605.23892,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2605.23287,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.23287,Paper:2312.12337,Directed,paper_cites_paper,1.0
Paper:2605.22420,Paper:2411.19548,Directed,paper_cites_paper,1.0
Paper:2605.22420,Paper:2411.16816,Directed,paper_cites_paper,1.0
Paper:2605.20940,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2605.19539,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.16981,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.15828,Paper:2109.00512,Directed,paper_cites_paper,1.0
Paper:2605.14615,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.13038,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.11354,Paper:2603.08055,Directed,paper_cites_paper,1.0
Paper:2605.11354,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2605.11354,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.10705,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2605.10307,Paper:2312.03431,Directed,paper_cites_paper,1.0
Paper:2605.10307,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2605.10204,Paper:2112.05131,Directed,paper_cites_paper,1.0
Paper:2605.10204,Paper:2111.11215,Directed,paper_cites_paper,1.0
Paper:2605.10204,Paper:2109.00512,Directed,paper_cites_paper,1.0
Paper:2605.10204,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2605.09688,Paper:2411.16816,Directed,paper_cites_paper,1.0
Paper:2605.09688,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2605.09024,Paper:2603.02801,Directed,paper_cites_paper,1.0
Paper:1807.07796,Paper:1804.04610,Directed,paper_cites_paper,1.0
Paper:1908.07906,Paper:1811.11209,Directed,paper_cites_paper,1.0
Paper:1908.07906,Paper:1811.07249,Directed,paper_cites_paper,1.0
Paper:1912.05766,Paper:1811.11209,Directed,paper_cites_paper,1.0
Paper:1912.05766,Paper:1811.07249,Directed,paper_cites_paper,1.0
Paper:2011.12108,Paper:2007.07527,Directed,paper_cites_paper,1.0
Paper:2010.12796,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2010.12796,Paper:1810.08393,Directed,paper_cites_paper,1.0
Paper:2012.06650,Paper:1912.07372,Directed,paper_cites_paper,1.0
Paper:2012.06650,Paper:1912.07109,Directed,paper_cites_paper,1.0
Paper:2012.06650,Paper:1911.10414,Directed,paper_cites_paper,1.0
Paper:2010.09232,Paper:2010.07929,Directed,paper_cites_paper,1.0
Paper:2110.15267,Paper:1809.01995,Directed,paper_cites_paper,1.0
Paper:2112.12484,Paper:1804.04610,Directed,paper_cites_paper,1.0
Paper:2111.13674,Paper:2010.10505,Directed,paper_cites_paper,1.0
Paper:2112.12761,Paper:2012.03196,Directed,paper_cites_paper,1.0
Paper:2112.12761,Paper:2011.12948,Directed,paper_cites_paper,1.0
Paper:2112.12761,Paper:1912.05656,Directed,paper_cites_paper,1.0
Paper:2112.09648,Paper:2012.02190,Directed,paper_cites_paper,1.0
Paper:2112.09648,Paper:1912.07372,Directed,paper_cites_paper,1.0
Paper:2112.09648,Paper:1911.10414,Directed,paper_cites_paper,1.0
Paper:2112.09648,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2211.16799,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2312.14132,Paper:2211.11674,Directed,paper_cites_paper,1.0
Paper:2312.14132,Paper:2109.00512,Directed,paper_cites_paper,1.0
Paper:2312.14132,Paper:2010.07492,Directed,paper_cites_paper,1.0
Paper:2312.14132,Paper:1912.07372,Directed,paper_cites_paper,1.0
Paper:2312.14132,Paper:1911.12012,Directed,paper_cites_paper,1.0
Paper:2312.14132,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2312.14132,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2312.14132,Paper:1807.07796,Directed,paper_cites_paper,1.0
Paper:2412.09573,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2412.09573,Paper:2312.12337,Directed,paper_cites_paper,1.0
Paper:2412.09573,Paper:2109.00512,Directed,paper_cites_paper,1.0
Paper:2412.09573,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2512.23369,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2211.11674,Paper:2111.09996,Directed,paper_cites_paper,1.0
Paper:2211.11674,Paper:2012.02190,Directed,paper_cites_paper,1.0
Paper:2211.11674,Paper:2010.10505,Directed,paper_cites_paper,1.0
Paper:2211.11674,Paper:1901.05103,Directed,paper_cites_paper,1.0
Paper:2412.17806,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2512.06868,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2606.08284,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2606.08284,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2606.07419,Paper:2212.08731,Directed,paper_cites_paper,1.0
Paper:2606.07419,Paper:2111.04076,Directed,paper_cites_paper,1.0
Paper:2606.07419,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2606.04480,Paper:1812.03595,Directed,paper_cites_paper,1.0
Paper:2606.03748,Paper:1812.08008,Directed,paper_cites_paper,1.0
Paper:2606.01824,Paper:1809.10790,Directed,paper_cites_paper,1.0
Paper:2605.30561,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2605.30561,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.28257,Paper:2109.00512,Directed,paper_cites_paper,1.0
Paper:2605.28257,Paper:1804.04610,Directed,paper_cites_paper,1.0
Paper:2605.21421,Paper:1812.08008,Directed,paper_cites_paper,1.0
Paper:2605.20889,Paper:2212.04636,Directed,paper_cites_paper,1.0
Paper:2605.20388,Paper:2511.21681,Directed,paper_cites_paper,1.0
Paper:2605.19797,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2605.19556,Paper:2401.00029,Directed,paper_cites_paper,1.0
Paper:2605.17742,Paper:2111.12707,Directed,paper_cites_paper,1.0
Paper:2605.16258,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.16258,Paper:2111.11426,Directed,paper_cites_paper,1.0
Paper:2605.16258,Paper:2109.00512,Directed,paper_cites_paper,1.0
Paper:2605.16258,Paper:2012.02190,Directed,paper_cites_paper,1.0
Paper:2605.15728,Paper:2311.14155,Directed,paper_cites_paper,1.0
Paper:2605.15074,Paper:2109.07082,Directed,paper_cites_paper,1.0
Paper:2605.13151,Paper:2411.06869,Directed,paper_cites_paper,1.0
Paper:2605.08806,Paper:2111.12707,Directed,paper_cites_paper,1.0
Paper:2605.07741,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2605.07351,Paper:2312.10649,Directed,paper_cites_paper,1.0
Paper:2605.07351,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2605.05712,Paper:2412.02725,Directed,paper_cites_paper,1.0
Paper:2605.05207,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2605.05207,Paper:2412.09621,Directed,paper_cites_paper,1.0
Paper:2605.05207,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.03359,Paper:2511.10647,Directed,paper_cites_paper,1.0
Paper:2605.03359,Paper:2412.09573,Directed,paper_cites_paper,1.0
Paper:2605.03359,Paper:2312.14132,Directed,paper_cites_paper,1.0
Paper:2605.03359,Paper:2112.08867,Directed,paper_cites_paper,1.0
Paper:2604.24312,Paper:2412.17806,Directed,paper_cites_paper,1.0
Paper:2604.24312,Paper:2110.05092,Directed,paper_cites_paper,1.0
Paper:2604.24312,Paper:2110.00280,Directed,paper_cites_paper,1.0
Paper:2604.24312,Paper:1808.01525,Directed,paper_cites_paper,1.0
Paper:2604.23651,Paper:1812.08008,Directed,paper_cites_paper,1.0
Paper:2604.22658,Paper:1804.04610,Directed,paper_cites_paper,1.0
Paper:2604.22339,Paper:2312.12337,Directed,paper_cites_paper,1.0
Paper:2604.22339,Paper:2211.11704,Directed,paper_cites_paper,1.0
Paper:2604.22310,Paper:2605.00562,Directed,paper_cites_paper,1.0
Paper:2604.22310,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2604.20650,Paper:2311.14155,Directed,paper_cites_paper,1.0
Paper:2604.18208,Paper:2211.11394,Directed,paper_cites_paper,1.0
Paper:1812.09737,Paper:1805.09707,Directed,paper_cites_paper,1.0
Paper:1811.07249,Paper:1804.04610,Directed,paper_cites_paper,1.0
Paper:1912.11888,Paper:1809.10790,Directed,paper_cites_paper,1.0
Paper:1912.07333,Paper:1809.10790,Directed,paper_cites_paper,1.0
Paper:2012.07086,Paper:1911.10346,Directed,paper_cites_paper,1.0
Paper:2012.07086,Paper:1811.05419,Directed,paper_cites_paper,1.0
Paper:2012.07086,Paper:1808.02194,Directed,paper_cites_paper,1.0
Paper:2012.12360,Paper:1908.07906,Directed,paper_cites_paper,1.0
Paper:2112.04846,Paper:1911.11763,Directed,paper_cites_paper,1.0
Paper:2112.04846,Paper:1911.05932,Directed,paper_cites_paper,1.0
Paper:2112.04846,Paper:1810.08393,Directed,paper_cites_paper,1.0
Paper:2111.10563,Paper:1901.00049,Directed,paper_cites_paper,1.0
Paper:2111.10563,Paper:1812.08008,Directed,paper_cites_paper,1.0
Paper:2112.09290,Paper:1809.10790,Directed,paper_cites_paper,1.0
Paper:2212.12902,Paper:2012.05901,Directed,paper_cites_paper,1.0
Paper:2212.12902,Paper:1911.01911,Directed,paper_cites_paper,1.0
Paper:2212.12902,Paper:1812.00287,Directed,paper_cites_paper,1.0
Paper:2212.07567,Paper:1911.09231,Directed,paper_cites_paper,1.0
Paper:2211.16940,Paper:2111.12707,Directed,paper_cites_paper,1.0
Paper:2212.04246,Paper:1812.08008,Directed,paper_cites_paper,1.0
Paper:2212.11770,Paper:1910.02527,Directed,paper_cites_paper,1.0
Paper:2312.06797,Paper:1812.08008,Directed,paper_cites_paper,1.0
Paper:2312.14697,Paper:2112.03810,Directed,paper_cites_paper,1.0
