6041
3689	2291	2
3689	3085	2
3689	3051	2
3678	2531	2
3678	1783	2
3678	2204	2
3701	2315	2
3701	2166	2
2315	24	0
2166	24	0
2166	32	0
3717	2634	2
3717	2618	2
3717	3243	2
3717	3230	2
2634	6	0
2618	6	0
3230	6	0
4005	1221	2
3953	720	2
1651	6	0
3855	2195	2
1542	6	0
1542	14	0
3811	2431	2
3833	220	2
4004	3007	2
3976	3209	2
3976	3210	2
3976	3211	2
3209	6	0
3210	6	0
3998	2606	2
3964	1014	2
4013	2543	2
3967	1744	2
4168	3019	2
4101	1382	2
4101	1383	2
4101	2984	2
4101	484	2
4146	2281	2
4162	967	2
4109	3016	2
4109	747	2
4139	1969	2
4154	1260	2
4102	983	2
4305	1373	2
4257	2389	2
4309	2880	2
4309	2882	2
4309	2881	2
4267	1675	2
1675	30	0
4246	418	2
4303	876	2
4092	1368	2
4092	456	2
4092	3134	2
4161	2868	2
4147	2493	2
1756	6	0
1756	4	0
1756	15	0
2493	6	0
2493	4	0
2493	15	0
4126	2810	2
4126	1322	2
4126	54	2
4251	2825	2
4302	1484	2
4248	2742	2
4250	2065	2
4250	1427	2
4250	1196	2
4313	2506	2
4242	439	2
4435	362	2
4442	219	2
4415	1578	2
4407	868	2
4455	528	2
4432	2953	2
4400	476	2
4642	1141	2
4642	1140	2
4629	2556	2
3402	533	2
3414	2119	2
3414	2170	2
3416	566	2
566	6	0
3371	1520	2
3364	1861	2
1861	6	0
4600	1447	2
1447	0	0
4616	3233	2
4583	650	2
4583	1755	2
4594	1343	2
1404	9	0
1404	15	0
4604	2230	2
3374	993	2
3374	1070	2
3415	2725	2
3367	497	2
3367	2175	2
3400	401	2
3401	2683	2
4590	2318	2
4590	2303	2
4607	2712	2
4639	2537	2
4624	1589	2
4624	2566	2
4624	3086	2
4644	316	2
4445	2519	2
4408	2645	2
4439	1767	2
4439	544	2
4439	2843	2
4454	1657	2
4454	1586	2
4454	1338	2
1657	37	0
4402	3011	2
4402	1392	2
4402	1333	2
3507	1727	2
3523	2978	2
3716	1537	2
3716	1563	2
1537	9	0
1563	9	0
3644	627	2
3644	2806	2
3708	2296	2
3654	441	2
3679	170	2
3719	3063	2
3719	1055	2
3063	15	0
1055	15	0
3698	1490	2
3677	2855	2
3666	1270	2
3666	1235	2
3666	2916	2
3666	2651	2
3666	406	2
3666	442	2
3694	1432	2
3862	194	2
3826	1237	2
3827	633	2
3790	1082	2
3525	1866	2
3519	2695	2
2695	9	0
3497	2408	2
3383	2900	2
3417	3100	2
3378	669	2
3378	2544	2
3534	2509	2
3534	478	2
3534	361	2
3534	1877	2
3562	256	2
3686	1521	2
3641	2143	2
3709	1379	2
3709	1377	2
3709	1524	2
3709	3162	2
3709	2575	2
3851	786	2
3851	854	2
3794	2718	2
2718	15	0
4160	1564	2
1564	15	0
4070	840	2
4063	431	2
4159	1348	2
4115	2265	2
3806	1341	2
3806	1334	2
3841	2193	2
2193	6	0
3208	6	0
3869	2794	2
3797	1530	2
5407	1530	3
3817	2110	2
3061	6	0
4000	2013	2
4000	2251	2
3980	72	2
3980	3160	2
3980	59	2
4007	2938	2
3957	2691	2
3936	2322	2
3936	2323	2
3952	1439	2
3981	891	2
3994	1303	2
3994	2731	2
4001	713	2
4008	94	2
4008	3141	2
3949	479	2
4144	504	2
4144	2225	2
4067	2859	2
4130	2738	2
4110	380	2
4110	329	2
4096	382	2
4158	2905	2
4068	1431	2
4068	1436	2
4290	477	2
4236	946	2
4237	531	2
4238	1709	2
4238	443	2
1709	6	0
4312	1539	2
4312	452	2
4240	128	2
4239	2837	2
4243	2373	2
4232	1047	2
4396	3116	2
4398	3294	2
4429	2422	2
4429	1389	2
2422	9	0
4452	1236	2
4292	1606	2
4224	1357	2
4262	2641	2
1576	6	0
4438	3080	2
4410	1802	2
4620	1824	2
1824	39	0
1824	30	0
4591	1831	2
4580	1901	2
4580	450	2
1901	21	0
1901	32	0
4614	1908	2
4614	2205	2
4614	2201	2
4614	850	2
4573	1780	2
4390	1241	2
4390	1197	2
4453	2783	2
4453	1032	2
4391	856	2
4391	1029	2
4384	866	2
4593	2629	2
4602	1809	2
4602	217	2
4602	1319	2
4579	3121	2
4596	2095	2
4596	2799	2
4635	2644	2
4635	3196	2
4613	2470	2
4613	656	2
4613	596	2
4637	3117	2
4637	1617	2
5158	1942	3
5158	2010	3
1942	18	0
5291	1942	3
5204	1902	3
5204	1776	3
5204	2500	3
5204	2462	3
5204	1942	3
1902	18	0
1776	23	0
5246	1972	3
5246	2010	3
5246	1946	3
5367	2972	3
5367	1942	3
5367	1469	3
5367	2973	3
5141	1923	3
1923	18	0
1923	7	0
5266	348	3
5266	2803	3
5266	513	3
5266	3091	3
5424	2480	3
5424	1768	3
5424	1159	3
5423	1159	3
5095	1964	3
5422	1158	3
5422	2449	3
5422	618	3
4957	1951	3
4957	1983	3
1951	18	0
1983	18	0
5112	2276	3
2276	32	0
5208	1974	3
5208	1749	3
5386	1951	3
5245	1972	3
5356	430	3
5307	730	3
5307	728	3
5307	729	3
5184	808	3
5184	675	3
5148	1472	3
5148	2657	3
5148	1942	3
5148	641	3
5148	2993	3
5289	1976	3
1976	23	0
5011	2609	3
5011	2680	3
5438	2076	3
5438	2078	3
2078	32	0
5024	2764	3
5024	2871	3
2871	35	0
2871	15	0
5053	1468	3
5053	1942	3
5053	2750	3
5053	2661	3
5053	2004	3
5053	2016	3
5053	1472	3
5209	1980	3
5209	639	3
5155	1475	3
5146	1970	3
5290	1973	3
1472	23	0
5147	2885	3
5147	798	3
5162	2631	3
5162	1942	3
5162	64	3
5217	295	3
5074	435	3
5074	1942	3
5074	91	3
5074	1461	3
5354	3122	3
5354	1942	3
5354	1950	3
5354	2256	3
5354	838	3
5354	1777	3
5354	352	3
5354	1747	3
2256	38	0
